CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
8049,Misfit Shapes,(NEO) SPEED EGG,mid_length,mid_length,mid_length,softboard,"Although never released, we have been playing with this model for over 10 years. So it's old in design, but new (neo) from us. It is also the base planshape of our upcoming mid-length 'softboard' (more on that to come...). So here it finally is, the mid-length shape we always seem to circle back to, a classic ‘SPEED EG","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":7,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8045,Misfit Shapes,BEACH CLOUD,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The second of our ‘Modern Cloud Control’ Collection with an overall design emphasis on free-flowing, progressive shapes, the ‘BEACH CLOUD’ is a modern take on a classic twin fin feel. As the name suggests, it has the same gaseous qualities as early evening Chanel perfume, late-night sea fog and loud sneezes at dusk.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8046,Misfit Shapes,BEACH METALL,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Part of our 2018 ‘Modern Cloud Control 3’ Collection, the ‘BEACH METALL’ reflects our continued desire to advance performance ‘twin fins’, with this model being the most contemporary, and damn lively one to date. We’ve straightened the rail line from mid point to flyer providing even more drive. The flyer, or wing then","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8047,Misfit Shapes,BEACH METALL RND,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Released in our 2018 ‘Modern Cloud Control 3’ Collection, the original flyer swallow ‘BEACH METALL’ reflected our desire to continue advancing ‘performance’ twin fins. In the winter of 2019, we introduced it’s round (RND) tail sister model to further facilitate the same contemporary twin fin approach but this time in f","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.5,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8039,Misfit Shapes,BULL DOVE 2,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The globally travelled, highly rated ‘BULL DOVE’ returns after much anticipation. The name still suggests it all; a raging “bull”, but perfectly tamed by timeless shortboard design and clean, pure lines, hence the “dove” part of the title. Well, that and the fact that we wanted to pay homage to our powerhouse model sig","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8044,Misfit Shapes,DOPE MACHINE,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Unrivalled, unprecedented, pure fun; the ‘DOPE MACHINE’ is the first of our collaboration series with long time ‘MAD MINDS’ Advocate George Henderson of ‘A DEAD COFFIN CLUB’. Fundamentally, it is a combination of a classic high wide point fun-board, almost reminiscent of a 70’s single fin spawned with a modern proggy f","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8040,Misfit Shapes,DRIB,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Hingy's got a Signature Model.I reckon most surfers dream of having a surfboard model bearing their name, but very few get to realize it. In recent years we've endeavoured to bring more of our fam into the design suite to create boards they are proud to call theirs and ones that reflect their approach to surfing.Suns","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8042,Misfit Shapes,ERASER HEAD,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Our beloved Guadeloupean National Tito LaVole has his first M/SF/T Signature model, aptly named 'ERASER HEAD', an ode to David Lynch's 1977 horror film of the same name. This board has been nearly 2 years in development and has taken many turns in design. It started as a round tail twin fin with flyers and a deep quad","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8041,Misfit Shapes,FUNGZETTI,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Mitch Coleborn is a surfer's surfer. His credibility amongst the surfing fraternity's core has been defined by his game-changing appearances in surf films like Modern Collective, Cluster, BS! and Stranger Than Fiction. His power & aggression, yet poise embodies surfing's definition from other board sports. His exte","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8050,Misfit Shapes,LONGUS,mid_length,mid_length,mid_length,,"This model was originally planned to be called the LONG CLOUD, derived from its extended length on base model the BEACH CLOUD. But long cloud felt more like the name of a weather pattern. It’s not like “warm day” is a sexy name for pair of pants, long cloud wasn’t sexy enough either. So, we landed on ‘LONGUS’, derived","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8048,Misfit Shapes,SPEED EGG - DIAMOND TWIN,mid_length,mid_length,mid_length,,"Our classic NEO ‘SPEED EGG’ now has a spicy sister model, the ‘SPEED EGG - DIAMOND TWIN’. And really a “sister” is the best way to describe these board’s fundamental differences – she’s a bit smaller, a bit naughtier and she loves Gaga. But like most siblings, the boards are very similar, with the only real differences","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8043,Misfit Shapes,YANDINA SPEEDWAY,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"‘YANDINA SPEEDWAY’, the long-awaited, and first signature model of OG M/SF/T family JAKE VINCENT, and who would expect a shape and name anything less representative of the “Vin”. This is QLD, engine culture and hellman spirit all packaged in a model for those that desire to surf like Vin; animated, untamed, progressive","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8057,Pukas,Pegaso,fish,fish,performance_fish,performance_shortboard,"Pegaso is Chris Christenson's more performance-based twin fin, with a more vertical approach than the Chris Fish while keeping twin-fin glide and drive. It can be surfed aggressively in the pocket, still carries speed, and handles surf from 1ft to 5ft, from local beach breaks to Indo. Pukas positions it as a twin you can size 3-4 inches longer than a standard fish or 3-4 inches shorter than a daily performance shortboard.","method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
